ID,code,user_id,user_code,department_id,department_ids,department_parent_id,department_parent_code,title,date_suggest,desc,is_detail,type,app_approval_status,app_approval_status_step,app_approval_current_node_deadline,app_approval_ids,app_approval_id_codes,app_approval_current_id,app_approval_current_code,project_id,plan_id,created_by_id,created_by_code,date_created,total_price,product_type_ids,service_type_ids,app_approval_version_id,details,product_category,last_comments,num_file
434,DX00196,20,,9,9,,,MUA BỔ SUNG CCDC LÀM ĐÁM - RẠP BÀN CN3,2026-03-31 00:00:00,,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2026-03-31 01:58:21,0.00000,"5,19,5,5,5",,26,,,,0
437,DX00197,42,,4,4,,,Đề xuất mua 10 cái Quạt hơi nước công suất 500W,2026-04-07 00:00:00,,1,ARISE,APPROVED,,,"2,42",,42,,,,42,,2026-04-07 09:49:53,45360000.00000,5,,26,,,,0
440,DX00198,42,,4,4,,,Đề xuất làm bổ sung 60 xe đẩy áo quan có 4 bánh xe xoay cho 3 kho,2026-04-07 00:00:00,,0,ARISE,APPROVED,,,"2,42",,42,,,,42,,2026-04-07 10:07:43,0.00000,5,,26,,,,0
443,DX00199,47,,2,2,,,Mua thêm hàng khấu hao cho Kho 1 & 3,2026-04-08 00:00:00,,0,ARISE,APPROVED,,,,,47,,,,47,,2026-04-08 09:58:34,0.00000,"5,5,5",,26,,,,0
446,DX00200,50,,10,10,,,Thi công dán decal xe 16 chỗ Transit Xám,2026-04-08 00:00:00,,0,ARISE,APPROVED,,,5,,5,,,,50,,2026-04-08 15:30:08,0.00000,19,,26,,,,0
449,DX00201,50,,10,10,,,Thi công dán decal xe 16 chỗ Transit Đen,2026-04-08 00:00:00,,0,ARISE,APPROVED,,,5,,5,,,,50,,2026-04-08 15:30:48,0.00000,19,,26,,,,0
452,DX00202,20,,9,9,,,MUA BỔ SUNG CCDC LÀM ĐÁM ( CN1 - CN2 - CN3 ),2026-04-08 00:00:00,NỆM QUỲ CHO CN1 CN2 CN3 ,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2026-04-08 15:45:41,0.00000,5,,26,,,,0
455,DX00203,9,,5,5,,,đồ khấu hao bổ sung cho nhiều đám,2026-04-08 00:00:00,,0,ARISE,APPROVED,,,2,,47,,,,9,,2026-04-09 06:33:02,0.00000,"5,5,5,5,5,5,5,5",,26,,,,0
458,DX00204,50,,10,10,,,Mua lò vi sóng Sharp R-2031E-GL (lần 2),2026-04-09 00:00:00,,0,ARISE,WAITING,,,,,,,,,50,,2026-04-09 10:46:26,0.00000,18,,26,,,,0
461,DX00205,21,,5,5,,,Đề xuất thêm/thay mới đồ khấu hao xuất đám 2026,2026-04-09 00:00:00,,0,ARISE,APPROVED,,,2,,2,,,,21,,2026-04-09 16:50:54,0.00000,"5,5,5,5,5,5,5,5,5",,26,,,,0
464,DX00206,42,,4,4,,,Mua bổ sung vật tư cho kho 3,2026-04-13 00:00:00,,0,ARISE,APPROVED,,,"2,42",,42,,,,42,,2026-04-13 10:57:41,0.00000,"4,4,18,5,5,5,5",,26,,,,0
470,DX00209,23,,8,8,,,ĐỀ XUẤT MUA VẬT TƯ GIƯỜNG Y TẾ,2026-04-21 00:00:00,,0,ARISE,APPROVED,,,5,,5,,,,23,,2026-04-21 14:44:44,0.00000,4,,26,,,,0
473,DX00210,2,,4,4,,,Bổ sung vật tư mùa nóng cho 3 CN,2026-04-21 00:00:00,,0,ARISE,APPROVED,,,"2,42",,47,,,,2,,2026-04-21 16:33:59,0.00000,"5,5",,26,,,,0
474,DX00211,50,,10,10,,,Mua máy in Laser trắng đen đang năng Brother DCP-B7640DW,2026-04-29 00:00:00,,0,ARISE,APPROVED,,,5,,5,,,,50,,2026-04-29 08:52:44,0.00000,18,,26,,,,0
475,DX00212,12,,6,"7,6",,,ĐẶT GHẾ ĐÁ ĐIỂM MỞ POSM CN2&3,2026-05-04 00:00:00,,0,ARISE,APPROVED,,,"12,5",,5,,,,25,,2026-05-04 14:05:58,0.00000,19,,26,,,,0
477,DX00213,20,,9,9,,,BỔ SUNG VẬT DỤNG LÀM ĐÁM CN3,2026-05-04 00:00:00,admin Thanh,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2026-05-04 14:06:19,0.00000,"5,5,5,5,5,5,5,5,5,5,5,5",,26,,,,0
479,DX00214,20,,9,9,,,MAY ĐỒNG PHỤC VẬN HÀNH,2026-05-04 00:00:00,Admin Thanh,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2026-05-04 14:37:17,0.00000,"19,19,19,19",,26,,,,0
481,DX00215,50,,10,10,,,Tủ sắt quần áo - Chi nhánh 3 - Kinh Dương Vương,2026-05-04 00:00:00,,0,ARISE,APPROVED,,,5,,5,,,,50,,2026-05-04 17:20:23,0.00000,18,,26,,,,0
483,DX00216,45,,6,"8,6",,,ĐẶT GHẾ ĐÁ ĐIỂM MỞ POSM CN2&3 - ĐỢT 2,2026-05-05 00:00:00,,0,ARISE,APPROVED,,,"12,5",,5,,,,25,,2026-05-05 13:40:02,0.00000,19,,26,,,,0
485,DX00217,9,,5,5,,,Đề xuất khung xe & kệ đặt quạt hơi nước,2026-05-05 00:00:00,,0,ARISE,APPROVED,,,2,,2,,,,9,,2026-05-05 14:37:50,0.00000,"19,5",,26,,,,0
487,DX00218,20,,9,9,,,MUA BỔ SUNG VẬT DỤNG LÀM ĐÁM CN1,2026-05-05 00:00:00,Admin Thanh,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2026-05-05 14:38:46,0.00000,"5,5,5",,26,,,,0
489,DX00219,50,,10,10,,,Mua máy lọc nước nóng lạnh cho Chi nhánh 2,2026-05-05 00:00:00,,0,ARISE,APPROVED,,,5,,5,,,,50,,2026-05-05 15:45:44,0.00000,18,,26,,,,0
491,DX00220,46,,5,5,,,MUA VẬT TƯ,2026-05-06 00:00:00,Mua mới vật tư hư hỏng ,0,ARISE,WAITING,,,2,,,,,,46,,2026-05-06 10:53:11,0.00000,5,,26,,,,1
493,DX00221,45,,8,8,,,"BỔ SUNG ĐẶT BÀN CỜ ĐÁ, DÙ LỆCH TÂM VÀ KỆ MICA POSM CHI NHÁNH 3 (ĐỢT 2)",2026-05-11 00:00:00,,0,ARISE,WAITING,,,,,,,,,45,,2026-05-11 11:32:50,0.00000,"5,5,19",,26,,,,0
495,DX00222,14,,6,"7,6",,,BÀN GHẾ ĐÁ ĐẶT UBMT PHƯỜNG HIỆP BÌNH CN2,2026-05-11 00:00:00,,0,ARISE,WAITING,,,12,,,,,,25,,2026-05-11 15:18:39,0.00000,"19,19",,26,,,,0
497,DX00223,50,,10,10,,,Brochure Blackstones 2026 - Cập nhật lần 1,2026-05-11 00:00:00,,0,ARISE,APPROVED,,,5,,5,,,,50,,2026-05-11 15:47:34,0.00000,19,,26,,,,0
499,DX00224,2,,4,4,,,Bổ sung vật tư mùa nóng cho 3 CN,2026-05-11 00:00:00,"<span style=""float:none;background-color:rgb(255,255,255);text-transform:none;text-indent:0px;letter-spacing:normal;font-weight:400;font-style:normal;font-size:14px;font-family:InterTight, Roboto, Arial, sans-serif;color:rgb(29,35,46);"">Đề xuất thay thế cho DX00210</span>",0,ARISE,APPROVED,,,"2,42",,47,,,,2,,2026-05-11 16:08:09,0.00000,5,,26,,,,0
